"horas_estudio","tiempo_lectura","horas_sueno","uso_redes","motivacion","asistencia","nivel_socioeconomico","apoyo_familiar","estres","rendimiento_academico"
7,6,6,3,7,66,5,4,7,86.5
2,2,5,6,6,98,2,7,8,83.79
9,10,4,4,5,73,2,6,1,81.87
4,5,7,5,10,65,3,4,3,86.91
2,2,9,6,7,66,3,4,4,80.56
4,4,6,5,8,100,3,10,9,90.07
2,3,8,4,10,82,3,9,3,84.68
4,3,4,5,8,66,4,4,8,86.06
1,1,9,7,8,69,1,1,9,80.45
8,8,9,8,5,91,2,9,8,87.76
3,3,6,5,4,65,2,6,7,79.87
1,1,5,5,2,83,4,8,7,77.74
6,6,7,7,10,86,4,8,1,93.69
7,7,4,1,6,100,1,9,1,84.21
6,5,4,5,8,95,1,7,1,87.06
9,10,5,6,1,81,2,1,7,75.15
4,4,9,6,7,89,2,5,3,84.09
6,6,8,8,3,69,5,10,2,84.02
10,8,8,3,1,95,5,7,1,73.43
8,9,6,1,6,64,3,6,4,83.38
3,3,8,5,6,75,2,2,4,78.84
4,3,7,3,8,99,3,10,9,88.5
3,4,6,4,3,95,5,9,7,81.95
1,1,5,2,7,73,1,7,5,76.85
4,4,7,1,4,93,1,3,3,78.11
2,1,6,5,8,79,2,3,9,82.87
2,2,7,7,3,76,3,6,1,79.17
6,7,7,8,9,64,3,4,3,90
4,3,4,6,10,85,3,6,5,88.75
6,5,4,4,2,65,5,2,2,76.91
2,5,7,4,1,95,5,3,6,76.01
4,4,9,7,3,63,2,4,1,79.28
6,7,5,6,3,99,5,2,3,80.94
1,1,5,6,6,91,4,3,7,80.4
3,1,7,5,2,97,2,3,10,80.04
6,4,8,1,10,86,3,4,7,89.5
2,2,8,7,9,100,5,8,9,89.22
9,10,5,3,9,68,4,10,10,95.55
9,10,4,7,3,97,5,8,8,85.19
5,5,7,8,8,82,1,5,2,88.05
1,1,5,7,5,69,1,5,3,77.21
7,7,6,4,6,62,5,6,10,88.53
6,7,6,3,4,76,5,7,4,81.3
9,8,5,6,8,97,4,10,2,91.31
8,7,4,7,2,82,2,6,8,80.1
7,7,6,4,5,96,1,6,2,81.81
5,4,9,5,5,88,5,5,9,85.56
6,8,9,4,5,90,4,3,9,84.37
3,3,5,4,4,88,3,2,2,76.51
9,8,9,8,8,69,5,10,3,91.61
8,7,7,4,6,81,1,6,2,82.61
8,9,8,1,4,80,4,5,8,82.19
9,9,6,3,8,74,2,5,9,88.67
3,2,4,1,9,73,4,1,5,83.52
1,1,9,1,2,80,1,2,10,75.15
2,2,5,4,5,94,4,8,4,80.32
3,3,5,4,3,99,4,1,3,77.55
5,6,8,4,5,77,3,10,4,82.83
1,1,6,3,9,63,2,7,3,78.65
5,5,9,3,4,72,5,4,8,81.9
8,9,4,8,10,99,1,10,4,95.12
6,4,9,4,6,79,5,9,10,89.34
8,7,8,8,4,69,3,1,1,81.72
5,4,5,3,3,89,2,4,2,77.93
6,7,5,5,2,74,1,4,5,76.82
7,7,8,8,4,72,2,10,8,86.27
5,6,7,1,6,85,5,5,10,87.4
9,9,4,4,4,92,5,5,8,82.79
1,2,4,8,2,77,4,5,2,77.24
4,4,7,7,9,76,3,6,6,88.62
8,7,9,1,1,80,2,4,2,72.81
9,9,6,6,10,96,4,5,5,93.83
8,5,6,1,3,99,1,9,7,80.43
8,10,9,8,9,77,5,8,5,94.33
1,2,6,6,10,63,5,3,8,83.29
8,9,9,2,5,72,3,1,1,79.7
3,5,6,5,10,71,1,4,7,85.25
1,1,8,1,1,91,3,9,10,78.21
4,3,9,6,10,88,4,8,7,90.95
8,8,9,6,6,80,4,2,3,83.89
8,9,7,2,2,62,4,7,6,77.41
5,3,7,2,10,63,1,4,7,86.71
10,10,8,7,1,99,5,4,1,75.9
4,5,8,7,3,75,1,8,2,79.82
8,9,4,3,1,60,4,4,4,73.95
2,2,6,7,5,70,5,9,1,82.46
6,7,7,2,2,87,1,10,2,76.44
10,10,9,6,6,75,2,2,10,85.83
3,2,4,8,10,66,1,3,8,87.69
2,2,4,6,4,62,1,7,4,78.06
1,1,5,1,5,85,5,7,3,77.56
5,6,8,3,8,83,3,8,10,89.89
5,6,4,4,10,87,2,10,7,91.07
4,4,8,3,6,63,5,8,5,83.16
7,7,4,3,1,81,1,4,6,73.53
10,9,6,5,1,64,4,9,8,76.52
6,7,9,7,2,89,4,9,8,83.44
2,1,4,6,10,84,1,9,2,84.24
9,10,4,5,1,60,3,6,8,76.31
10,9,4,3,2,91,1,6,2,73.98
1,1,6,1,7,80,1,8,3,77.61
5,6,9,8,2,64,4,6,1,80.59
8,8,9,4,10,91,3,8,9,94.61
8,9,4,2,1,62,1,8,1,73.9
7,8,8,6,1,70,5,9,8,80.64
8,8,5,8,10,96,4,9,3,96.81
7,7,4,4,2,66,3,4,5,76.44
8,8,4,8,5,94,4,3,2,85.36
3,3,9,4,9,72,2,10,6,85.49
9,9,5,7,1,88,4,2,2,76.01
10,10,4,4,2,84,2,5,6,74.77
3,3,8,3,10,93,1,3,3,83.37
7,7,9,3,7,70,2,1,3,82
7,8,9,4,10,67,2,1,4,87.94
2,2,5,4,5,68,1,7,7,78.79
3,2,5,7,2,87,5,5,7,80.95
7,6,7,6,2,98,4,7,7,81.58
1,1,5,3,1,81,2,5,1,71.78
9,9,6,6,2,86,3,5,4,77.4
2,1,8,7,6,86,3,7,3,82.03
1,1,5,4,4,68,2,8,1,76.26
3,3,7,1,8,81,3,4,9,85.12
2,2,5,8,3,72,3,5,8,80.82
5,5,8,5,4,88,2,3,7,80.48
2,2,4,1,4,83,1,6,6,77.16
4,3,8,8,9,95,1,1,9,89.5
8,7,6,4,2,82,5,5,9,80.18
1,1,4,6,2,69,3,9,10,80.36
10,8,8,7,6,60,5,9,3,86.51
10,10,4,2,1,88,3,9,6,74.41
1,1,5,4,3,84,5,5,9,78.69
2,2,5,6,7,96,4,7,2,83.56
6,6,6,4,10,97,4,10,1,92.56
9,9,8,1,5,96,5,3,6,82.51
8,8,8,4,5,60,1,5,4,80.22
5,4,7,6,6,71,3,9,5,85.32
9,10,5,3,10,61,5,3,9,93.46
4,2,9,8,3,79,2,4,10,83.73
7,8,5,7,5,61,5,5,10,88.82
10,9,6,3,5,63,3,1,5,78.52
7,6,5,7,10,100,5,6,8,96.36
4,6,7,4,10,68,2,8,1,87.8
8,8,9,7,7,77,3,5,8,89.58
1,1,6,7,7,72,1,1,1,78
3,3,7,2,3,74,5,10,1,79.36
5,5,5,2,10,92,4,4,9,91.38
5,5,6,3,5,65,1,8,10,84.56
7,5,6,5,6,74,3,1,3,82.58
1,2,6,5,2,89,2,2,5,73.97
7,8,4,3,7,69,5,5,9,88.87
2,2,8,4,7,96,1,4,3,78.72
8,7,9,3,6,65,3,10,4,83.3
3,3,8,8,4,86,4,3,10,85.64
10,9,4,7,9,83,3,10,2,93.18
1,1,6,7,4,84,5,8,1,79.7
2,3,7,8,5,78,4,2,5,81.71
4,6,8,6,2,65,3,10,3,79.46
10,10,8,5,2,62,5,5,4,75.58
9,9,9,1,9,72,5,4,3,88.17
9,9,9,5,3,75,2,5,1,77.7
6,6,6,5,3,97,3,7,4,80.33
8,9,5,8,7,76,1,10,4,89.1
7,6,6,5,2,78,4,5,10,82.34
10,10,6,7,3,60,1,4,8,78.88
2,1,9,6,5,93,3,3,1,77.95
3,3,4,6,1,92,5,5,3,78.18
6,4,9,8,5,91,3,10,1,86.38
2,1,6,2,2,99,4,10,9,80.07
3,5,8,4,2,81,2,1,1,73.73
2,3,5,2,3,67,3,9,1,77.21
9,9,4,6,7,95,5,8,1,89.5
4,3,7,7,10,97,2,2,5,88.36
3,5,6,6,10,85,5,8,4,88.65
8,8,7,5,8,88,3,3,4,87.95
8,9,7,2,3,95,3,8,1,79.3
7,7,9,7,3,92,2,7,8,82.93
2,1,4,2,8,79,5,10,7,84.4
10,9,9,5,1,89,2,3,7,73.13
7,8,9,1,7,62,1,4,5,82.68
9,10,6,1,6,97,3,7,9,87.97
10,10,4,6,3,65,5,4,10,82.76
8,7,8,8,10,85,4,3,9,97.2
2,2,9,8,7,93,3,6,6,83.39
10,10,8,7,7,81,5,1,3,86.71
3,4,6,3,8,83,3,10,1,84.36
5,4,5,2,8,92,1,4,8,85.65
1,1,5,4,10,74,5,8,5,81.72
2,2,8,2,10,93,5,9,1,85.02
1,1,5,3,9,79,4,2,1,78.85
3,3,8,6,9,65,2,6,6,84.78
9,9,5,1,9,69,1,6,9,91.1
2,3,6,4,7,60,5,7,8,83.12
9,9,4,6,6,68,1,5,4,83.01
7,8,5,7,2,72,4,5,5,80.21
9,10,7,8,2,67,4,6,3,79.42
7,8,6,5,8,84,4,8,7,91.23
3,3,4,8,7,86,2,6,9,87.93
7,7,8,2,10,64,4,8,4,90.65
8,8,5,1,5,89,5,10,8,86.83
1,2,4,3,6,85,1,5,5,76.68
7,8,9,7,4,63,4,1,9,83.95
6,4,4,5,7,68,2,10,10,90.43
8,7,9,8,9,92,3,10,9,96.93
10,10,8,8,8,70,5,8,2,91.2
10,9,5,3,5,67,4,10,2,81.3
10,9,7,8,8,68,1,4,5,88.65
10,9,8,1,3,69,3,7,8,78.44
9,8,7,7,1,74,3,10,2,77.02
1,3,6,2,4,93,5,6,3,76.44
5,5,6,2,7,82,1,5,10,86.03
9,9,7,2,5,85,2,10,4,81.95
7,9,8,2,3,98,2,7,5,79.59
10,9,7,5,8,65,4,5,3,87.65
5,6,7,8,10,64,4,5,1,92.01
3,3,7,7,1,61,2,9,10,81.39
3,2,8,2,7,96,2,3,3,79.43
1,2,5,8,10,68,3,8,9,87.06
3,3,8,8,2,78,4,1,3,78.29
4,4,7,5,6,74,4,8,2,84.2
5,4,8,5,7,69,2,3,5,82.65
7,5,6,7,4,98,2,10,3,84.53
10,10,7,8,7,83,5,5,6,89.99
2,1,7,8,7,70,4,7,4,83.72
5,7,4,8,1,84,5,6,7,82.11
1,1,9,7,3,94,3,9,5,78.86
8,9,4,8,5,88,2,1,5,84.22
4,5,6,8,10,63,2,7,6,91.03
5,6,8,5,7,83,5,2,2,84.7
2,1,9,1,10,75,5,2,9,84.51
5,5,5,8,6,83,3,6,2,86.3
8,8,6,1,9,64,4,3,9,90.66
9,8,4,1,1,83,5,1,2,72.72
5,4,5,3,2,86,2,4,5,76.32
5,5,7,6,8,69,2,1,4,84.4
7,7,9,6,9,64,3,4,1,88.86
2,1,7,3,9,79,1,2,1,79.88
7,8,6,2,7,93,3,6,1,85.8
10,10,9,5,6,73,2,5,4,81.66
6,7,8,8,10,86,3,7,2,93.02
7,8,8,8,4,94,4,2,7,84.31
2,3,5,7,4,79,2,9,6,81.12
10,10,4,6,6,82,4,5,4,85.12
2,4,9,1,7,97,4,9,8,83.52
10,10,4,6,4,76,1,1,6,78.58
1,1,8,5,8,77,4,3,6,79.36
2,3,8,2,10,93,1,4,4,81.58
2,1,6,8,6,74,1,1,8,81.49
4,4,5,3,5,61,1,10,3,80.44
10,10,6,6,10,100,4,8,4,94.94
4,5,4,8,4,77,1,8,6,83.79
10,10,5,6,9,69,3,10,3,91.78
4,3,4,7,10,64,4,3,10,91.77
9,9,6,4,2,76,3,5,5,76.23
4,3,9,8,1,97,2,8,1,80.28
10,10,5,1,8,83,3,8,6,88.49
3,3,4,4,8,69,1,3,6,81.1
9,7,8,1,4,99,4,10,9,84.77
2,1,6,7,4,90,5,8,6,82.27
8,8,8,1,5,67,4,2,9,83.42
9,8,8,8,8,73,5,4,9,93.72
2,4,7,7,10,98,3,2,5,85.15
10,10,7,3,9,72,1,1,7,87.18
10,9,8,8,1,99,4,2,4,74.9
1,1,7,5,9,70,3,1,7,79.11
8,10,8,8,10,68,5,3,3,93.59
9,9,6,2,4,82,1,10,6,80.06
9,9,6,2,2,98,1,1,2,73.72
3,2,6,8,2,71,4,9,3,80.5
4,5,6,2,6,81,1,9,2,81.55
3,3,8,2,7,76,4,1,6,80.44
5,7,8,5,6,61,3,7,3,83.78
7,6,8,3,6,77,1,2,6,81.26
2,1,4,2,6,88,5,8,6,80.74
6,6,5,5,2,90,1,3,8,79.17
7,8,6,5,7,75,1,6,4,85.35
7,7,4,3,4,96,5,6,10,86.37
8,7,5,1,9,72,4,7,8,91.77
1,1,9,8,10,71,2,6,10,87.53
6,6,9,2,8,69,3,4,4,84.83
6,6,9,5,10,89,5,5,8,93
6,6,8,6,10,80,5,7,6,92.75
8,8,8,7,8,93,1,4,7,89.66
10,10,5,7,5,61,3,2,9,84.32
1,1,4,2,10,72,3,2,7,79.33
9,10,7,7,2,94,3,10,4,81.43
2,2,9,5,10,79,3,9,9,87.15
7,7,6,1,6,60,5,1,6,83.29
1,2,9,1,9,94,4,9,7,82.4
1,1,9,3,6,86,2,7,3,76.66
10,8,9,3,9,86,4,9,5,90.14
7,6,9,1,9,98,4,4,6,89.41
6,6,8,7,4,78,2,6,7,83.3
8,7,5,3,9,100,4,7,2,90.19
9,9,9,1,8,91,2,1,5,84.47
4,1,4,7,8,100,2,8,4,87.12
5,6,6,6,2,75,5,7,9,83.02
4,4,4,5,10,64,3,5,6,87.17
2,1,6,4,8,62,2,4,7,80.62
8,10,5,3,2,74,2,10,5,77.98
5,5,4,7,2,87,2,10,3,81.24
2,2,4,6,8,86,3,7,8,84.8
1,1,6,2,8,74,3,9,1,79.39
7,7,7,7,1,89,2,4,6,77.69
10,9,9,5,1,100,1,7,4,72.8
6,6,7,5,3,98,3,9,7,82.58
5,5,5,8,7,78,3,6,3,87.36
3,1,5,3,9,82,4,4,10,87.43
6,6,8,5,8,77,2,2,6,85.84
7,7,7,7,6,98,5,1,2,85.67
9,10,5,6,7,63,1,1,1,84.44
3,4,5,6,6,89,2,6,8,84.39
8,8,7,4,10,89,2,6,1,91.24
4,3,7,8,4,65,2,7,2,82.03
2,2,9,6,7,70,2,4,3,79.51
1,2,8,6,9,91,1,9,5,81.43
3,3,4,7,4,62,2,6,6,80.47
8,7,4,2,1,66,1,7,6,73.53
7,6,5,4,5,70,1,10,6,82.95
8,8,9,2,6,82,5,2,1,82.71
4,5,7,2,5,90,3,6,6,81.52
9,10,6,1,2,84,5,4,6,76.77
7,7,8,8,9,60,1,5,3,89.06
1,2,5,4,2,86,5,4,2,74.96
10,10,6,2,6,65,3,6,10,86.5
10,10,9,2,8,100,1,7,9,88.67
5,8,4,8,5,78,5,5,8,87.58
9,8,4,1,9,83,3,2,4,87.78
4,5,7,2,4,95,5,9,9,85.08
5,6,9,3,1,63,4,2,4,73.15
8,9,5,1,8,99,5,1,4,87.73
2,2,9,5,2,76,1,3,7,74.8
5,6,4,8,4,90,5,2,10,87.62
3,2,6,2,6,92,1,10,1,81.39
3,3,7,8,6,99,3,2,8,85.88
5,5,6,8,3,77,5,3,6,82.87
7,9,7,2,6,86,5,6,5,84.98
2,2,6,1,9,75,2,10,3,82.49
1,2,5,4,2,97,2,6,4,74.98
1,2,4,4,2,92,4,3,4,74.16
10,9,5,4,7,90,3,9,8,88.26
3,3,6,7,6,84,5,10,8,87.88
4,5,5,3,6,80,1,8,3,81.35
2,2,4,1,2,71,5,9,8,78.59
2,2,8,5,9,88,2,9,4,83.57
7,8,6,6,1,97,3,2,9,78.82
1,2,4,6,3,68,5,8,7,79.15
7,6,9,5,10,94,1,9,10,94.82
1,1,7,7,6,71,3,7,3,79.63
5,5,5,4,6,74,5,5,4,83.59
3,3,7,6,9,92,1,8,1,86.19
5,4,5,2,2,95,5,9,3,78.72
1,1,7,8,9,83,5,3,1,83.38
7,8,4,3,10,94,5,5,6,92.02
4,5,6,8,7,91,3,1,4,85.61
3,2,9,2,10,67,3,10,5,85.26
5,6,8,6,7,67,1,2,1,83.5
8,10,5,8,10,90,3,1,2,94.17
4,4,9,7,9,96,3,1,8,88.51
7,7,8,8,8,83,3,1,6,89.32
2,1,7,2,4,76,2,8,3,76.32
1,2,4,7,1,70,5,8,1,77.76
4,5,6,1,1,98,1,6,3,75.32
9,8,7,2,5,87,2,9,10,85.34
7,6,5,7,1,75,2,10,10,83.13
1,1,7,8,5,91,5,4,6,80.87
8,9,4,7,1,89,3,10,5,79.31
6,4,7,1,3,68,2,7,3,77.75
8,8,8,4,3,95,5,9,3,80.74
6,6,9,2,3,85,4,3,10,81.74
7,8,9,1,10,71,5,2,4,88.88
8,5,6,8,2,97,4,3,7,80.7
9,8,8,2,3,98,3,6,4,77.35
1,1,5,4,1,73,1,6,9,75.77
1,1,7,8,3,72,4,10,1,79.88
4,3,5,8,10,78,4,5,7,91.05
10,10,4,4,5,96,1,9,5,82.17
1,2,6,7,7,65,2,6,5,80.18
7,7,6,7,8,86,1,3,4,87.77
9,9,9,8,3,91,1,9,3,80.86
6,6,6,4,3,93,3,5,2,79.28
6,6,8,8,9,61,1,6,9,92.79
2,1,5,5,5,86,5,5,6,80.44
7,6,8,1,8,89,5,9,7,89.71
8,7,9,7,4,78,1,2,5,79.89
8,8,9,8,3,81,5,4,5,82.39
5,4,9,4,6,61,1,1,4,78.38
7,7,7,8,7,84,4,7,1,90.11
3,4,7,5,9,100,2,9,8,87.4
4,5,7,4,6,68,1,2,10,83.9
4,3,5,1,4,73,5,3,7,80.54
4,5,9,8,1,70,1,5,5,77.53
9,8,5,1,5,82,4,9,7,84.16
2,1,6,6,9,77,4,9,7,85.97
10,9,4,1,6,62,3,1,4,80.68
10,10,6,4,1,93,2,4,9,75.37
1,2,7,6,5,70,4,6,4,77.86
3,3,9,5,5,61,3,2,5,78.2
3,3,8,4,6,94,1,6,6,80.68
3,2,6,1,9,73,4,8,5,84.68
3,3,7,6,9,78,3,3,1,85.38
10,10,9,2,2,72,5,8,5,75.58
8,7,6,5,1,90,2,7,4,75.17
3,3,5,1,9,80,2,5,7,84.09
3,2,4,1,7,81,5,1,9,84.28
8,9,5,3,1,94,1,9,10,79.81
4,3,9,3,3,63,2,1,7,76.16
4,2,4,7,9,79,1,10,8,90.59
3,3,9,3,4,69,1,2,8,77.22
10,10,5,2,4,84,3,8,6,79.95
5,5,8,5,1,64,4,9,7,79.12
6,6,4,5,9,78,4,6,10,93.42
8,7,6,5,10,66,3,7,3,90.99
7,7,6,6,6,85,4,7,6,87.39
7,8,5,6,3,87,4,8,5,82.17
3,4,5,7,1,63,5,1,8,78.92
10,10,6,8,10,85,1,1,10,96.68
9,8,8,3,3,96,2,3,3,76.66
3,3,7,6,4,75,2,1,3,77.61
4,2,4,5,9,81,2,3,9,87.62
2,3,5,5,8,80,1,2,8,81.92
6,5,8,1,8,94,2,6,10,89.59
5,5,6,6,8,89,1,10,1,87.91
7,7,4,4,9,69,2,2,1,86.79
7,8,4,1,7,62,2,2,4,82.73
3,2,8,6,9,78,3,3,10,88.37
4,5,9,5,1,80,5,3,9,79.06
8,7,4,3,7,74,1,1,10,85.59
7,7,8,8,3,96,1,5,6,82.13
9,9,8,6,10,66,1,1,7,91.02
9,9,8,3,9,79,5,4,4,89.1
9,10,6,4,3,86,5,9,5,80.87
1,1,4,5,10,69,4,1,4,79.54
10,8,8,2,3,75,2,6,7,76.7
9,9,9,1,7,97,5,3,5,85.55
10,9,7,3,4,80,5,6,8,81.56
10,10,6,2,7,68,5,1,1,83.09
9,8,8,2,8,61,2,3,5,84.95
4,4,5,5,4,78,1,9,7,81.94
3,1,7,8,5,99,3,5,9,85.77
2,2,7,8,6,63,2,3,10,84.68
9,10,9,4,1,65,4,6,7,74.9
3,3,7,1,2,87,3,10,6,78.26
6,6,9,4,4,92,2,1,5,78.35
7,7,7,1,10,78,2,7,5,90.87
2,1,8,5,10,62,1,3,8,83.17
10,8,9,4,4,100,2,6,10,82.46
5,5,7,8,3,60,2,8,10,85.8
5,5,7,5,10,89,3,3,2,88.27
7,6,6,4,9,79,5,6,5,89.98
8,7,9,3,7,99,4,8,4,85.77
1,1,5,3,10,61,5,3,9,82.5
1,1,7,6,8,90,2,9,2,81.01
6,7,4,8,3,97,5,1,2,81.92
10,9,5,5,5,96,4,7,5,83.53
4,4,4,4,1,90,3,9,6,77.88
8,10,5,7,1,72,2,7,1,77.57
5,7,4,5,7,60,4,3,10,88.44
9,10,9,1,1,77,5,9,5,75.27
5,6,5,1,5,85,4,4,5,81.01
7,8,9,7,1,66,5,7,2,78.11
9,9,8,1,5,82,4,4,9,83.62
4,3,5,7,10,87,3,9,9,93.53
3,3,5,3,9,60,4,2,5,82.85
10,10,5,2,1,64,3,10,8,75.46
8,9,6,4,7,62,2,10,7,87.2
2,2,5,7,8,100,3,8,5,84.44
8,7,4,8,2,75,5,3,4,79.78
4,4,6,5,1,73,2,10,2,77.45
9,10,7,2,9,66,1,9,5,88.25
10,10,9,4,4,74,1,9,2,78.35
3,2,6,3,6,97,4,4,1,80.71
4,3,7,8,8,79,2,9,7,89.35
6,5,7,5,1,96,2,3,3,75.03
1,3,6,5,3,98,3,3,1,76.23
3,5,4,5,1,73,4,7,5,77.08
8,9,6,4,8,74,4,10,4,89.28
10,9,6,3,1,62,2,9,5,72.5
10,10,5,7,2,73,3,3,7,77.21
7,8,8,4,7,61,2,4,6,84.93
9,10,6,1,8,75,1,3,8,86.78
6,7,7,6,4,62,1,8,1,81.64
10,8,4,1,4,70,3,4,3,76.81
7,6,4,3,9,78,2,1,9,88.94
10,9,9,4,8,63,4,9,1,87.88
6,6,5,8,2,93,2,2,10,83.86
8,6,8,8,6,99,3,10,6,89.18
1,2,7,5,4,88,1,10,8,79.02
10,10,4,8,7,92,1,9,8,91.66
10,10,8,6,7,93,1,8,9,89.86
7,5,9,8,1,62,1,1,6,76.02
3,5,5,5,8,75,4,5,3,83.84
1,3,4,3,8,99,4,6,2,79.93
9,8,6,3,5,78,3,6,2,81.12
2,4,7,2,2,63,5,4,7,76.17
9,10,8,6,9,76,2,6,8,92.27
4,5,6,5,8,70,4,7,4,85.18
3,4,8,4,6,90,2,3,5,80.53
7,7,5,3,2,91,5,10,4,80.22
4,4,6,1,9,94,5,3,6,86.21
1,2,5,2,4,67,3,10,2,76.4
2,3,6,8,4,94,5,6,1,82.16
4,3,4,2,3,88,5,7,4,79.39
2,2,8,3,1,60,1,6,6,72.77
9,10,6,6,1,87,4,2,6,75.83
1,1,4,8,5,80,4,2,1,79.48
7,8,9,6,6,78,4,6,10,89.25
6,5,4,3,5,87,4,7,9,85.85
6,5,5,8,2,63,3,7,8,82.01
2,3,5,8,1,68,2,9,5,78.51
10,9,7,6,5,78,2,9,8,84.84
10,10,9,3,4,94,1,8,9,80.82
5,6,4,2,5,98,1,5,8,82.74
3,5,8,2,8,68,3,9,8,85.71
8,8,6,3,8,80,2,5,6,86.66
6,5,9,6,3,88,2,5,9,82.03
9,8,6,6,6,92,5,10,6,88.82
7,8,8,3,6,78,1,8,3,83.07
7,7,4,6,7,67,4,5,8,88.7
1,2,8,3,10,69,1,4,8,79.97
5,6,9,3,3,72,5,6,7,79.9
2,2,9,6,7,81,1,7,5,80.1
10,10,9,4,6,66,2,4,2,81.45
8,9,7,4,5,72,4,3,1,81.68
10,10,7,4,10,87,4,1,7,90.67
10,10,5,2,4,73,4,10,2,79.99
10,10,8,5,9,90,1,1,4,87.09
3,3,5,6,3,64,4,7,4,79.54
1,4,4,5,2,92,3,9,5,77.12
8,7,4,3,5,90,3,9,5,83.28
6,4,9,5,7,98,2,9,9,89.97
6,6,6,8,4,63,4,9,5,85.21
6,7,7,6,9,88,4,6,7,92.18
7,5,7,6,1,77,4,4,9,79.16
6,7,6,3,3,72,3,3,9,80.26
6,6,4,5,3,67,1,5,8,80.24
9,10,6,4,2,70,5,10,7,79.9
5,4,7,3,4,66,5,9,4,80.93
8,9,5,3,10,90,1,2,9,91.69
1,1,9,4,10,98,4,5,6,81.69
2,1,7,8,2,76,2,9,3,78.46
4,3,6,8,6,75,1,8,8,86.99
6,6,7,5,9,67,1,10,10,92.94
5,5,4,5,10,61,4,3,4,88.07
1,2,7,7,1,90,3,9,3,77.46
1,1,7,8,10,100,2,10,5,85.64
10,10,8,6,10,87,2,9,7,94.66
6,6,6,2,3,61,4,6,6,78.8
5,4,8,3,2,89,4,2,6,77.04
5,5,8,5,2,97,5,8,5,80.1
1,1,8,7,4,81,4,1,10,81.17
1,2,4,8,3,85,4,3,9,81.39
6,5,5,1,4,82,1,2,4,78.3
5,6,5,1,10,97,1,2,3,86.05
9,10,6,8,2,78,2,6,2,79.29
2,4,9,5,7,93,4,5,5,81.3
10,10,6,5,9,96,1,9,5,90.76
1,1,4,6,1,92,5,6,1,76.63
3,3,5,7,7,67,4,8,9,88.6
10,9,6,8,7,64,4,9,10,93.37
8,6,6,3,1,81,4,8,8,77.13
7,8,7,7,10,67,4,10,1,94.68
2,3,6,1,2,76,1,6,8,76.12
9,9,7,5,1,78,2,7,4,74.05
10,10,4,1,10,60,2,7,2,90.16
4,4,8,2,5,81,2,6,4,79.76
5,3,5,5,8,67,5,4,4,86.41
10,10,6,5,5,62,1,1,5,78.41
1,1,6,1,1,79,5,10,9,77.52
9,9,4,6,1,83,1,1,6,73.51
10,10,7,8,1,73,5,7,10,81.59
1,1,7,8,6,78,1,6,2,79.33
9,10,9,3,5,92,1,6,5,80.5
6,6,9,8,6,63,3,6,4,86.38
7,7,6,3,9,81,2,10,9,92.12
2,2,5,1,9,98,4,4,5,82.74
10,7,9,4,7,65,2,4,5,82.85
9,10,9,3,4,87,2,9,7,81.11
1,1,6,6,1,73,2,9,10,79.55
6,6,4,5,5,81,5,9,10,88.54
6,6,5,6,6,72,5,2,1,84.94
1,2,9,2,2,71,2,6,1,72.21
4,2,7,5,9,78,1,3,6,84.44
8,8,5,8,8,66,2,6,5,90.45
10,9,9,5,3,68,5,2,10,80.46
5,5,5,5,2,98,2,10,3,79.6
4,3,5,4,9,94,2,1,5,84.22
8,8,6,8,7,72,2,4,3,87.28
9,8,9,6,7,89,5,7,8,90.65
5,5,5,6,5,67,5,4,8,84.78
7,6,7,3,9,78,3,2,10,90.93
9,9,7,5,2,63,5,9,5,78.62
7,6,5,6,10,86,2,1,3,90.33
6,6,5,8,3,84,4,3,2,82.08
1,2,8,7,2,85,1,6,6,76.26
10,9,8,1,1,81,3,10,2,73.37
3,3,9,5,4,93,4,8,9,83.78
5,4,9,2,3,83,5,4,8,80.03
8,9,7,3,3,78,4,5,6,78.97
5,5,6,5,7,66,3,7,2,84.2
10,9,4,5,8,77,5,6,5,89.11
1,1,5,6,5,85,4,3,5,78.88
3,2,4,5,4,63,4,5,4,78.57
8,9,9,8,3,64,1,2,8,80.65
4,5,6,2,6,99,3,7,4,82.08
4,3,4,7,7,65,5,9,3,86.98
1,1,6,3,6,99,1,7,1,76.66
7,6,8,1,2,62,5,1,7,77.12
2,2,9,5,4,82,1,8,9,80.17
6,7,9,6,2,67,2,3,5,76.8
2,1,4,4,3,84,1,1,2,73.64
5,3,5,1,1,89,4,1,4,74.59
10,9,4,3,7,92,3,2,9,86.74
1,1,4,1,4,89,2,2,2,74.07
8,8,8,3,3,91,4,1,1,77.71
2,1,9,7,10,61,5,6,9,87.63
3,1,6,8,10,91,5,6,4,89.57
3,4,4,6,1,68,5,10,10,82.92
6,5,4,8,7,70,1,3,10,89.67
7,7,8,7,6,97,1,6,2,85.92
6,6,5,1,6,76,4,9,8,86.21
3,4,5,6,5,92,4,6,10,85.83
4,5,9,7,10,74,4,7,2,89.11
7,7,6,3,3,67,4,4,3,77.84
5,3,6,8,3,69,1,8,1,81.07
9,8,9,6,1,93,3,4,7,75.97
7,6,9,5,2,96,5,6,5,78.91
10,9,6,4,2,63,5,8,7,78.05
3,2,6,7,3,73,5,5,5,81
7,7,5,1,5,95,4,7,2,83.24
5,5,7,1,9,65,4,8,10,91.41
3,2,8,7,9,96,5,9,1,89.72
3,3,9,1,6,84,1,10,2,80.44
7,7,9,7,5,72,1,3,8,83.45
