"","tiempo_respuesta","satisfaccion_cliente","numero_quejas","capacitacion_empleado","experiencia_empleado","disponibilidad_servicio","tiempo_respuesta_2","satisfaccion_2","indice_servicio","eficiencia_operativa","clima","dia_semana","calidad_servicio"
"1549",11.84,7.43,1.93,4.65,5.79,8.78,11.59,5.94,8.51,-2.16,24.95,4,99.22
"1550",8,5.52,4.59,6.22,6.46,9.08,7.9,5.08,6.95,0.81,36.21,4,98.67
"1551",11.68,7.3,5.3,7.16,4.56,8.5,11.68,6.52,7.32,-3.24,27.99,2,95.78
"1552",7.77,9.19,5.36,7.48,4.9,10.87,8.04,8.13,10.92,-1.19,24.47,5,121.43
"1553",9.33,6.22,2.32,7.06,10.62,7.89,9.33,5.98,7.47,2.35,21.57,6,115.53
"1554",10.97,5.39,4.51,4.63,8.26,9.35,10.26,4.73,5.96,-1.24,25.17,2,103.63
"1555",12.68,6.28,3.39,8.46,7.79,9.34,11.94,5.6,7.47,-1.29,27.08,3,99.42
"1556",8.47,8.06,2.52,4.93,6.61,7.91,7.92,7.73,6.83,-0.71,23.08,7,107.25
"1557",10.47,7.17,5.51,6.04,7.84,8.76,9.96,6.53,8.41,-1,21.33,2,102.93
"1558",12.39,6.11,4.08,5.26,8.3,8.74,11.77,5.68,6.79,-1.48,31.69,3,88.94
"1559",10.08,5.91,8.93,9.02,6.19,10.56,9.67,5.45,8.8,-0.8,15.05,6,100.86
"1560",6.4,6.4,2.31,6.35,6.54,8.85,5.76,5.4,7.74,0.62,17.13,5,110.33
"1561",11.86,8.31,3.38,7.65,10.14,12.05,12.05,7.13,10.9,0.59,29.7,3,127.3
"1562",11.24,7.58,3.62,6.67,10.43,10.57,11.26,7.25,9.2,-0.24,22.18,6,116.51
"1563",11.87,6.18,3.62,6.68,5.98,8.13,11.72,5.81,6.99,-2.31,29.26,1,90.98
"1564",9.9,7.94,5.03,2.42,6.45,9.67,9.83,7.38,8.81,-0.75,23.9,2,99.82
"1565",12.44,6.23,5.61,5.82,6.19,10.15,11.8,5.96,8.52,-2.32,19.45,6,89.28
"1566",10.34,6.68,2.47,6.02,7.15,7.79,10.85,5.85,7.88,-1.47,25.53,4,97.5
"1567",10.1,7.8,4.81,6.55,6.92,9.89,10.36,6.94,8.99,-1.14,26.04,7,107.37
"1568",9.83,7.91,5.07,4.41,7.73,8.19,9.64,7.37,7.77,0.6,16.87,7,103.54
"1569",14.62,4.78,4.92,7.75,6.72,7.93,15.09,3.9,6.79,-4.2,24.31,4,85.28
"1570",11.66,8.51,2.96,5.45,4.46,8.56,10.64,7.99,8.79,-3.71,26.95,3,96.29
"1571",5.16,7.61,6.5,5.15,5.51,9,5.58,6.84,8.83,1.16,10.12,1,104.78
"1572",9.09,6.83,3.49,8.13,8.6,8.16,9.05,5.8,7.17,0.7,15.95,7,110.09
"1573",11.53,5.92,6.92,6.9,6.89,10.02,11.43,5.62,6.93,-1.55,24.24,3,92.25
"1574",8.75,6.65,1.13,3.11,9.14,8.38,8.19,5.93,8.16,1.52,25.48,4,104.09
"1575",8.34,6.75,2.2,8.66,8.66,9.14,8.92,5.93,8.19,0.87,20.57,6,119.8
"1576",8.44,6.02,5.3,5.66,7.58,10.18,8.53,5.48,7.26,-0.31,26.98,5,110.34
"1577",10.71,7.2,6.21,4.48,7.21,9.09,11.21,6.56,8.47,-0.94,29.45,1,97.57
"1578",8.94,8.02,5.95,5.42,8.92,10.38,8.63,7.5,8.65,0.74,21.88,3,116.24
"1579",9.98,7.98,6.37,5.13,8.07,9.51,10.46,7.12,8.82,0.74,19.3,4,104.6
"1580",9.73,5.71,5.71,5.04,7.55,7.44,10.31,5.26,6.49,-1.05,22.85,1,92.73
"1581",9.7,6.66,3.21,7.37,11.25,6.82,9.59,6.06,7.22,2.28,15.71,1,111.22
"1582",8.94,5.75,4.6,8.59,6.52,8.58,10.12,4.95,6.29,-0.95,19.63,1,104.01
"1583",8.42,7.37,8.55,6.31,8.85,8.22,8.51,6.5,8.12,1.13,22.42,4,103.38
"1584",13.06,7.08,1.58,4.77,9.07,9.02,13.02,7.05,7.76,-1.56,29.86,3,102.73
"1585",11.77,8.35,4.24,7.43,8.1,10.58,11.24,7.3,9.26,-1.2,24.88,4,117.22
"1586",10.27,6.05,3.16,6.07,6.94,8.73,10.4,5.95,7.41,-1.25,25.12,5,102.26
"1587",10.28,5.48,6.45,5.98,8.92,7.93,9.77,4.9,6.47,0.12,20.95,7,92.79
"1588",10.46,6.26,5.61,5.19,10.33,9.69,10.58,5.04,7.88,1.37,22.78,7,104.35
"1589",13.69,7.84,5.4,5.05,9.52,6.84,14.23,7.04,7.02,-1.29,16.43,4,93.36
"1590",9.28,7.41,6.79,4.33,10.36,8.46,8.8,6.41,7.98,1.53,32.82,5,99.24
"1591",7.69,8.2,4.99,6.95,8.88,7.99,7.36,7.27,8.28,1.91,22.17,1,117.83
"1592",10.15,6.6,3.59,8.55,8.14,9.26,10.68,5.54,7.9,-0.1,17.37,7,115.21
"1593",11.13,6.13,3.73,3.36,8.23,8.38,11.27,5.22,7.36,-1.06,29.1,2,95.43
"1594",10.26,9.68,4.35,8.19,6.87,9.63,11.32,9,8.88,-0.19,23.11,7,120.26
"1595",9.17,6.47,3.96,2.96,8.47,10.47,9.6,5.67,7.95,0.84,32.67,2,96.59
"1596",11.72,6.59,6.84,4.99,8.79,9.51,11.9,5.65,8.28,-0.91,22.76,4,94.12
"1597",13.04,8.64,7.6,4.35,9.38,9.85,13.33,7.97,8.93,-1.22,25.31,4,101.16
"1598",10.11,5.05,5.17,8.47,7.44,8.94,10.14,4.61,7.94,-0.65,17.3,2,97.19
"1599",13.73,6.74,4.52,5.72,8.89,8.54,13.51,6.2,7.1,-1.19,33.08,1,105.67
"1600",7.18,7.51,7.92,6.66,6.17,10.41,6.86,6.51,9.05,0.45,25.97,7,107.96
"1601",8.4,8.58,6.82,6.29,7.58,8,8.54,7.57,9.29,1.06,28.09,7,105.29
"1602",12.26,7.14,2.48,7.26,7.05,8.96,12.02,6.59,8.12,-1.87,28.1,3,104.53
"1603",8.86,7.22,10.8,6.49,5.42,9.57,8.43,6.51,8.97,-0.6,23.79,1,94.88
"1604",12.31,5.6,4.44,5.29,7.31,9.32,12.39,5.23,7.47,-1.19,15.87,4,88.93
"1605",8.68,8.24,5.72,6.58,6.06,8.16,8.79,7.31,7.74,-1.12,25.18,7,105.77
"1606",12.45,6.39,9.69,7.71,7.44,8.31,12.96,5.66,7.49,-1.78,33.96,1,90.95
"1607",9.24,6.65,3.86,5.48,7.01,8.55,9.77,6.08,7.9,-0.27,29.23,7,99.97
"1608",9.93,7.17,7.45,1.65,7.34,7.9,10.67,6.08,6.98,-1.17,23.96,5,93.21
"1609",10.71,6.75,5.97,8.64,7.15,8.68,10.45,6.25,7.99,-0.34,27.36,5,106.6
"1610",7.51,7.97,7.04,6.55,9.62,9.8,7.74,7.05,9.24,1.8,26.26,4,121.63
"1611",9.92,6.12,4.78,5.5,7.86,7.14,9.71,5.44,6.72,-0.55,26.18,1,98.95
"1612",10.04,6.64,6.78,8.07,7.18,7.69,10.44,5.86,6.95,-0.28,31.04,7,99.45
"1613",12.48,8.95,3.74,4,9.66,8.77,12.44,8.14,9.04,-0.23,30.27,1,101.64
"1614",7.9,7.83,3.88,7.16,4.11,9.24,7.66,7.01,8.67,-2.4,32.49,3,115.11
"1615",12.56,6.78,4.48,7.64,7.05,10.65,12.54,5.8,8.54,-1.98,23.02,1,102.42
"1616",9.81,7.13,4.68,6.55,5.39,9.73,9.7,6.23,9.11,-1.64,28.48,6,102.15
"1617",9.26,6.27,7.44,5.85,6.96,9.44,9.21,5.22,7.22,-0.87,28.92,7,105.02
"1618",11.85,8.63,4.77,4.93,6.85,8.8,12.03,7.56,7.91,-1.45,32.12,6,95.92
"1619",10.61,6.74,6.12,6.76,8.29,8.22,11.08,5.92,7.1,0.05,26.25,7,89.97
"1620",11.77,6.18,3.53,6.81,9.09,8.64,11.23,5.9,7.36,-0.09,18.99,4,97.97
"1621",13.24,6.53,4.74,6.92,7.81,10.43,13.45,5.84,8.32,-1.65,25.07,4,104.37
"1622",9.89,6.17,7.37,8.08,8.25,7.55,9.91,5.49,7.01,0.99,25.88,2,105.16
"1623",6.5,6.97,3.03,7.38,9.7,7.42,6.46,6.62,7,2.29,32.3,7,117.17
"1624",8.98,6.52,2.33,7.34,11.92,8.85,9,5.92,8.08,2.66,22.17,7,123.83
"1625",9.57,7.8,6.4,4.77,5.42,8.72,9.85,6.93,9.05,-1,21.11,3,96.03
"1626",10.16,7.12,1.33,5.51,6.66,8.72,10.14,6.74,8.49,-1.22,23.02,3,106.31
"1627",6.89,5.81,3.59,7.51,8.89,7.46,7.17,5.14,6.34,3.08,28.79,2,113.9
"1628",8.58,8.47,5.48,5.71,8.89,9.35,9.27,7.76,8.22,1.38,22.46,3,111
"1629",9.06,7.94,2.72,3.73,8.28,8.95,9.19,6.82,8.31,0.57,33.7,5,112.98
"1630",9.56,7.24,0.56,7.35,12.65,10.02,9.41,6,8.05,2.53,21.95,1,127.63
"1631",8.73,7.5,3,3.94,6.71,7.3,8.33,6.59,7.03,-0.35,18.34,1,102.78
"1632",8.98,8.12,3.57,6.12,5.03,8.17,9.02,7.5,7.89,-1.15,31.08,6,92.26
"1633",13.53,7.42,6.04,6.59,6.38,8.91,13.28,6.92,7.44,-3.24,23.98,7,87.02
"1634",9.64,8.15,4.86,5.33,9.01,8.77,9.8,7.44,8.35,1.52,27.75,7,105.73
"1635",7.41,7.75,5.1,6.97,6.35,8.31,7.04,7.51,7.68,0.63,19.07,6,108.53
"1636",7.86,6.88,1.84,5.34,8.77,6.62,7.95,6.34,7.5,1.39,23.58,7,102.05
"1637",10.05,8.2,6.15,4.96,8.88,8.75,10.63,6.78,8.44,-0.34,24.42,6,105.3
"1638",13.73,5.22,7.58,8.4,5.89,9.32,13.21,4.11,7.5,-4.34,31.09,1,83.42
"1639",11.22,7.07,3.77,5.2,4.92,8.29,11.59,6.33,7.74,-3.42,24.69,2,92.33
"1640",7.44,6.56,4.42,5.25,8.63,8.94,7.08,6.5,7.06,1.49,18.04,1,104.76
"1641",9.89,7.74,6.91,7.18,6.47,9.39,9.73,6.77,8.59,-1.4,25.31,2,99.3
"1642",8.45,7.19,4.82,6.66,12.83,10.22,7.97,6.42,9.73,3.2,24.14,2,125.82
"1643",7.71,8.25,4.97,8.09,7.4,8.1,8.53,7.27,8.69,1.07,17.93,7,108.2
"1644",10.18,7.11,8.69,4.58,9.03,9.96,10.53,6.6,8.98,-0.27,30.69,4,97.98
"1645",14.88,7.33,3.48,7.05,10.32,9.28,14.49,6.46,8.9,-1.48,21.87,3,112.4
"1646",12.83,7.58,8.3,5.81,5.14,10.74,13.4,6.63,8.85,-2.53,22.73,6,85.29
"1647",7.21,8.47,4.27,4.81,7.69,7.74,7.18,7.45,9.03,0,41.68,5,112.24
"1648",10.8,6.44,7.7,6.17,5.13,8.78,10.45,5.44,7.49,-2.18,23.2,1,92.58
"1649",11.22,8.8,5.41,3.47,8.69,7.31,10.59,8.23,9.1,0.42,28.01,7,97.39
"1650",11.81,6.33,6.6,8.74,9.19,11.08,11.58,5.08,9.27,0.19,30.71,6,116.83
"1651",10.88,5.91,5.23,4.06,11.19,9.13,10.66,5.56,7.77,1.26,21.83,7,107.77
"1652",13.03,8.19,3.14,5.42,6.88,8.77,13.66,7.23,8.1,-2.31,29.31,7,90.99
"1653",7.46,7.47,5.78,4.95,7.17,9.71,7.14,6.17,8.88,0.09,20.13,7,103.4
"1654",11.6,6.53,3.32,7.73,9.77,8.06,10.82,5.96,7.93,-0.11,25.92,5,108.34
"1655",9.31,8.33,3.18,5.53,9.61,9.37,9.13,7.45,8.57,2.1,25.5,3,111.31
"1656",8.98,7.58,3.33,7.35,10.83,9.21,9.13,6.97,8.01,1.81,13.16,6,126.27
"1657",12.16,6.19,5.29,5.33,15.58,9.8,12.37,5.74,8.31,3.95,28.51,2,123
"1658",14.23,7.3,0.14,8.85,6.78,8.62,13.87,6.6,7.98,-2.34,20.53,6,104.21
"1659",10.8,6.96,6.37,7.65,6.56,9.3,10.47,6.69,7.82,-1.68,23.3,2,98.78
"1660",11.55,5.93,2.64,6.66,8.97,9.2,12.26,5.42,8,0.08,24.99,5,112.7
"1661",9.15,7.62,4.88,6.06,7.1,8.45,8.3,6.65,8.21,0.52,27.41,4,109.35
"1662",10.51,7.27,9.61,5.51,7.85,9.02,9.91,6.75,8.02,0.37,21.17,1,99.91
"1663",7.24,7.23,4.07,5.52,10.02,9.59,6.96,6.83,8.63,3.27,25.24,1,125.13
"1664",10.38,6.28,4.73,8.15,8.84,9.31,10.4,5.71,7.87,0.15,32.72,1,102.18
"1665",12.97,6.95,3.07,5.94,5.14,9.58,12.68,6.31,9.16,-3.18,27.48,4,96.58
"1666",12.82,6.62,6.29,6.72,12.04,8.4,12.45,6.08,8.61,1.02,31.56,6,94.2
"1667",9.75,6.07,6.29,5.22,9.24,7.33,9.61,5.76,6.85,0.49,26.56,3,93.93
"1668",10.29,6.86,6.64,6.76,6.44,9.09,10.58,6.43,7.59,-1.86,26.41,2,97.41
"1669",7.21,5.66,4.34,2.36,5.5,8.27,7.24,4.63,6.98,-0.62,22.71,2,87.23
"1670",5.83,7.08,3.81,5.5,6.66,7.91,5.25,6.31,7.63,0.06,30.3,2,100.74
"1671",11.2,5.32,5.2,4.72,8.39,10.57,10.74,4.68,7.06,-1.42,18.26,1,93.99
"1672",8.42,6.95,3.33,6.12,6.85,10.35,8.1,6.15,8.53,0.19,31.67,6,112.28
"1673",10.17,7.05,3.54,8.23,8.17,9.83,10.15,6.37,8.83,0.01,21.54,3,110.62
"1674",11.28,4.39,1.14,6.59,8.03,9.3,11.03,4.02,7.03,-0.61,17.92,1,106.56
"1675",12.91,8.99,1.45,4.69,9.52,9.03,13.73,8.04,9.22,-0.37,32.2,6,112.56
"1676",12.58,7.47,3.46,8.26,10.75,9.23,12.41,6.73,7.74,0.46,24.55,3,117.55
"1677",11.92,6.23,3.78,7.57,8.57,9.58,11.93,5.61,7.94,-0.54,28.11,4,103.94
"1678",9.32,8.82,2.67,8.62,8.01,8.7,9.46,7.87,9.45,0.33,31.88,4,111.93
"1679",12.19,8.54,3.11,4.86,3.74,9.43,12.06,7.72,8.95,-4.22,22.3,1,95.97
"1680",8.27,5.31,5.52,4.2,6.84,7.97,8.12,5.07,6.33,0.76,32.61,4,92.27
"1681",8.2,6.96,5.14,9.54,10.98,8.96,8.34,6.34,8.4,1.89,22.84,2,125.12
"1682",7.52,6.15,9.54,6.2,7.12,8.53,7.15,5.25,7.69,0.21,39.46,7,97.12
"1683",10.08,7.57,5.72,7.46,10.21,8.8,9.77,6.18,8.75,0.76,21.6,6,112.42
"1684",11.22,5.04,4.83,4.22,10.32,8.78,10.48,4.31,6.59,0.58,29.15,3,97.46
"1685",12.21,8.56,5.54,8.61,8.69,9.76,11.86,8.4,8.92,-1.25,20.73,6,118.92
"1686",12.07,5.74,3.43,5.5,7.13,8.42,12.03,5.85,7.8,-1.44,26.78,1,96.55
"1687",10.34,6.57,6.67,4.18,9.81,9.38,10.11,5.39,7.48,0.36,28.44,1,96.07
"1688",9.36,7.42,3.16,4.79,8.39,9.96,8.9,6.88,8.82,0.78,28.7,2,110.51
"1689",10.04,8.31,-0.1,3.52,11.15,10.42,10.05,7.91,9.9,1.36,14.4,5,129.82
"1690",11.11,6.62,4.13,7.25,7.22,9.17,11.32,5.78,8.06,-0.79,25.87,4,97.86
"1691",12.23,6.76,7.13,6.48,9.83,8.81,11.68,6.48,7.51,-0.27,18.33,6,95.72
"1692",8.69,8.27,2.5,6.53,10.73,7.04,9.2,7.75,7.88,1.99,29.89,3,117.1
"1693",7.73,8.81,6.26,5.85,5.74,9.18,7.98,8.08,9.49,-0.15,23.38,4,106.54
"1694",6.1,7.87,2.94,8.91,9.7,9.67,6.33,7.1,8.86,3.14,20.1,7,135.72
"1695",7.38,7.1,7.4,5.17,5.96,9.2,6.81,6.35,8.09,-0.12,20.36,4,88.48
"1696",8.56,7.13,6.52,9.26,9.35,8.15,8.26,7.28,6.75,0.85,33.4,2,113.72
"1697",8.87,6.28,4.33,7.54,7.84,9.7,8.85,5.95,8.56,0.48,29.88,5,110.23
"1698",10.5,5.51,9.52,7.6,7.39,9.11,9.42,4.88,6.89,-0.38,20.01,5,99.27
"1699",8.34,8.43,8.16,6.33,5.8,8.46,8.89,7.21,8.53,-1.09,25.93,3,100.84
"1700",9.43,7.01,5.64,6.25,10.04,8.67,9.43,6.68,7.78,1.84,15.86,3,108.26
"1701",7.94,8.22,4.76,6.12,6.66,10.29,7.55,7.13,9.6,0.88,14.54,7,121.85
"1702",7.77,9.01,1.8,6.04,5.54,8.76,7.88,7.99,8.48,0.13,11.72,2,119.58
"1703",9.33,7.02,6,6.09,7.98,9.05,9.77,6.52,8.08,0.15,25.21,6,103.9
"1704",7.22,7.51,7.03,4.27,8.13,7.96,6.59,6.69,7.76,0.97,18.31,2,103.41
"1705",8.56,6.01,4.72,7.25,10.6,9.65,8.61,5.35,8.29,2.06,21.42,7,112.48
"1706",14.86,7.45,6.39,5.48,10.19,7.54,14.69,6.38,8.12,-1.56,29.34,5,98.76
"1707",10.37,6.58,7.1,4.18,7.36,7.23,10.4,6.07,7.24,-0.67,21.98,3,91.3
"1708",8.76,6.05,6.4,6.4,6.68,8.24,9.03,5.54,6.36,0.53,27.13,7,99.07
"1709",9.9,6.92,9.3,5.19,9.26,8.16,10.04,6.03,7.09,0.48,34.53,5,101.82
"1710",11.39,5.9,5.68,10.5,7.75,8.83,11.2,5.45,7.14,-0.85,24.4,5,109.03
"1711",10.61,7.29,2.88,8.66,7.29,8.61,11.24,6.4,8.76,-1.11,30.54,2,110.81
"1712",9.58,7.15,7.97,6.08,9.02,8.16,9.79,6.43,7.94,0.64,27.79,5,99.7
"1713",7.14,7.73,3.96,6.41,9.96,9.04,8.11,7.06,8.28,2.53,28.33,7,117.29
"1714",9.43,7.39,4.36,5.22,5.91,8.46,9.98,6.81,7.56,-1.27,23.16,1,99.33
"1715",12.3,5.72,4.09,7.5,5.1,9.76,11.74,4.6,7.88,-3.14,26.75,1,94.42
"1716",10.2,4.71,4.41,4.97,5.71,9.15,10.28,4.45,7.36,-1.88,30.32,2,92.74
"1717",10.77,8.08,8.62,4.68,6.12,8.14,10.74,7.25,8.19,-1.41,34.05,2,95.45
"1718",10.14,7.83,4.19,7.47,7.24,9.56,10.44,6.21,9.07,-0.55,18.44,1,110.55
"1719",11.19,7.48,4.75,5.6,8.46,8.89,11.45,6.3,7.47,0.34,21.83,3,96.75
"1720",13.72,5.88,5.77,5.79,7.39,9.2,13.88,5.15,7.7,-1.32,31.79,7,96.5
"1721",11.07,6.11,3.98,7.01,8.38,9.05,11.19,5.5,7.59,-0.63,33.96,7,103.35
"1722",7.03,6.27,3.13,2.63,9.86,9.07,7.35,5.77,8.01,2.66,19.6,3,110.18
"1723",10.67,7.08,3.42,5.39,5.37,9.24,10.26,6.09,7.73,-2.33,20.94,7,102.79
"1724",9.18,8.5,5.45,5.41,7.47,10.3,9,7.68,9.79,0.31,23.01,6,112.91
"1725",10.21,8.53,8.44,5.98,8.23,10.88,10.52,8.08,9.73,-0.04,29.39,6,111.5
"1726",8.72,7.34,2.73,7.89,4.18,9.06,9.24,6.44,8.52,-1.75,20.23,1,107.96
"1727",12.5,5.98,4.88,4.43,7.38,8.29,13.04,6,6.66,-2.69,28.21,7,86.83
"1728",9.98,7.93,6.86,7.06,9.56,8.62,10.15,7.44,8.59,1.2,24.19,6,110.98
"1729",11.04,6.74,2.32,6.09,12.51,8.85,11.23,5.74,7.49,1.49,28.28,7,114.21
"1730",9.12,5.64,4.8,5.3,10.39,7.53,9.27,5.28,7.02,1.19,14.2,4,105.24
"1731",14.92,6.03,5.29,4.83,7.15,8.09,15.04,5.83,7.26,-2.65,22.71,3,85.96
"1732",9.72,6.37,10.47,6.82,7.83,9.36,10.06,5.58,8.16,-1.12,22.31,5,95.66
"1733",10.9,6.68,4.32,5.3,7.7,8.9,11.04,6.07,8.74,-0.9,26.11,6,102.37
"1734",9.34,8.35,6.35,4.37,13.02,9.68,9.69,7.59,8.88,2.83,23.48,2,111.47
"1735",8.99,7.81,5.06,2.67,7.01,9.76,9.81,6.81,9.17,0.19,22.64,5,97.36
"1736",10.11,6.8,2.04,5.47,8.15,10.3,9.96,6.23,8.63,0.09,25.01,4,114.31
"1737",12.49,8.76,6.16,7.67,8.95,8.24,13,8.07,8.88,-0.89,24.11,6,106.18
"1738",13.12,8.56,8.56,5.08,10.43,6.34,13.53,8.03,7.05,-0.44,23.75,1,89.87
"1739",9.66,7,7.44,6,7.48,7.83,10.52,6.77,7.93,-0.38,21.31,7,91.99
"1740",10.04,6.73,0.83,5.56,7.97,8.83,9.21,5.79,8.04,-0.25,28.08,4,113.12
"1741",12.32,8.1,5.85,6.51,9.02,7.39,13.1,6.99,8.17,-1.05,28.67,4,105.97
"1742",13.07,10.09,1.01,8.99,6.46,8.1,13.12,8.99,9,-2.61,33.66,5,114.65
"1743",9.24,4.54,4.45,4.24,8.65,7.68,9.51,4.45,6.06,1.45,23.72,4,91.25
"1744",9.68,6.44,3.54,7.96,6.42,8.68,9.39,5.78,7.75,-0.55,23.93,5,103.9
"1745",12.36,6.54,5.68,5.25,6.02,9.84,11.92,6.07,8.55,-1.71,24.92,3,94.79
"1746",10.75,8.58,4.83,4.84,5.96,9.27,10.39,7.62,8.64,-0.97,19.85,1,98.52
"1747",8.22,8.49,3.28,6.82,9.23,8.74,8.54,7.22,8.98,1.51,22.97,4,121.84
"1748",11.57,7.03,6.39,4.48,9.32,8.9,11.44,6.83,7.41,-0.68,26.87,5,99.16
"1749",4.45,6.35,4.6,6.7,8.01,8.64,5.33,6.15,7.92,0.97,30.65,3,105.99
"1750",11.84,6.56,5.05,4.63,11.18,10.36,11.88,5.57,8.26,0.51,21,4,106.7
"1751",10.97,7.48,3.54,7.67,8.19,8.78,11.19,6.99,8.31,-0.69,18.86,3,109.81
"1752",11.04,7.52,4.62,5.99,6.19,7.25,11.03,6.52,6.79,-2.58,29.34,3,92.47
"1753",11.24,5.62,4.77,7.62,11.85,8.79,11.51,5.27,7.45,1.51,17.76,4,112.23
"1754",9.3,7.12,4.95,5.51,9.05,9.63,9.91,6.4,8.14,0.06,34.86,1,106.79
"1755",9.84,7.42,3.19,5.7,8.91,8.37,10.07,6.53,8.18,-0.1,24.55,1,107.79
"1756",8.21,6.86,4.5,6.35,7.96,9.47,8.12,6.14,7.76,1.17,34.14,2,111.74
"1757",7.26,7.49,0.68,5.55,5.69,9.55,7.12,6.93,8.1,-0.58,19.32,5,111.6
"1758",11.25,6.02,4.32,5.5,10.3,8.66,10.99,5.16,7.14,0.55,29.53,3,106.57
"1759",7.88,6.59,2.57,6.36,8.86,9.02,7.76,5.26,7.26,1.96,20.46,6,118.31
"1760",12.69,9.47,4.36,8.85,8.95,7.19,13.58,8.28,8.24,-1.26,28.26,2,104.63
"1761",12.41,7.78,1.19,5.15,5.95,9.72,12.11,6.79,9.12,-2.49,31.19,7,111.74
"1762",9.47,6.97,5.65,8.64,9.89,9.68,9.87,6.29,7.62,1.33,30.11,2,121.21
"1763",10.34,8.18,7.24,4.92,7.52,9.29,10.66,7.74,8.89,-0.21,28.91,2,99.65
"1764",13,7.36,6.52,7.22,5.11,10.69,12.83,6.9,8.38,-4.85,32.04,6,95.87
"1765",10.2,7.47,4.73,8.02,8.33,10.74,9.29,6.85,9.48,-0.33,21.27,7,118.41
"1766",11.25,8.99,4.51,5.05,6.62,8.42,11.9,8.48,8.61,-0.86,19.99,2,104.73
"1767",11.44,5.38,5.23,4.64,9.13,10,11.43,5.22,7.15,-0.02,23.76,2,99.13
"1768",12.75,7.81,4.8,8.08,7,9.87,12.63,7.37,9.15,-2.12,28.08,7,105.67
"1769",9.36,5.72,4.36,6.62,8.61,10.63,9.26,4.69,8.89,-0.21,18.9,3,107.98
"1770",10.21,5.49,4.29,9.38,11.32,10.13,10.4,4.85,7.98,1.85,24.03,5,118.33
"1771",9.02,5.24,3.75,7.52,8.88,9.5,9.05,4.38,7.34,1.47,24.69,2,110.24
"1772",7.23,6.7,9.38,6.24,10.67,8,7.2,6.12,7.94,2.49,32.66,7,100.41
"1773",5.57,6.4,8.53,6.15,4.55,10.1,5.78,5.98,7.79,0.17,28.1,3,103.67
"1774",8.47,8.02,5.63,11.22,8.5,9.24,8.55,7.27,8.7,0.85,30.73,6,126.47
"1775",10.12,8.25,5.69,6.85,6.41,9.76,9.65,7.43,9.36,-1.54,27.4,3,105.76
"1776",8.63,6.08,3.72,6.8,8.03,8.55,8.47,5.37,7.36,0.28,30.32,1,103.71
"1777",9.92,6.91,1.98,8.33,5.59,9.63,10.21,5.96,8.15,-1.42,25.78,5,113.39
"1778",10.34,4.13,6.78,5.92,11.22,9.26,9.68,3.37,6.3,1.12,33.54,4,104.11
"1779",12.09,5.93,5.18,7.18,6.12,8.98,12.69,5.39,7.05,-2.81,17.56,5,87.64
"1780",6.36,8.66,3.11,4.35,10.26,10.01,7.36,8.09,10.4,1.92,19.93,6,126.98
"1781",14.34,7.38,7.73,5.18,8.85,8.77,14.55,5.73,7.43,-1.44,27.84,4,95.1
"1782",10.23,6.85,5.8,7.24,5.86,9.76,10.24,5.88,7.37,-1.3,27.65,2,99.14
"1783",11.95,6.44,3.86,5.12,10.31,10,12.63,5.92,8.27,-0.09,18.94,1,105.23
"1784",6.42,6.01,5.92,5.17,7.9,8.01,6.54,5.55,7.87,1.81,30.35,7,101.32
"1785",13.11,6.29,3.08,6.71,7.03,8.1,12.39,5.55,6.43,-2.63,23.45,6,89.69
"1786",10.19,7.65,7.44,7.05,4.97,11.14,10.17,6.53,9.54,-2.51,30.57,1,95.75
"1787",8.99,7.32,7.1,4.42,8.36,10.38,8.5,6.73,9.15,0.64,31.41,7,104.95
"1788",8.78,9.18,7.32,5.1,10.21,10.46,8.05,8.46,9.81,2.26,23.64,3,119.31
"1789",9.81,6.95,4.87,4.57,7.81,8.31,9.79,6.6,7.3,0.04,33.12,1,107.7
"1790",8.36,7.46,5.15,4.34,7.77,8.87,7.86,6.84,7.92,0.4,29.32,1,105.31
"1791",8.69,6.32,4.27,8.45,6.44,10.22,9.26,5.33,7.43,-0.54,31.52,5,116.48
"1792",6.38,6.73,4.45,5.64,7.54,8.04,4.94,6.41,7.23,1.66,21.92,3,110.37
"1793",9.5,7.55,12.03,6.89,6.97,9.07,9.98,6.56,7.46,-0.62,24.36,2,93.26
"1794",8.06,8.19,2.75,8.1,7.92,9.75,7.96,6.86,9.35,1.12,34.75,6,119.48
"1795",7.58,8.98,7.29,6.06,5.3,9.43,8.44,7.64,8.64,-0.65,25.45,7,103.37
"1796",8.54,6.66,-0.14,5.91,2.83,9.1,9.22,6.05,7.54,-2.1,31.93,3,97.1
"1797",11.59,5.95,3.64,3.06,5.97,9.23,11.63,5.34,8.81,-2.39,24.81,1,83.28
"1798",8.69,6.56,5.44,4.97,6.22,7.27,8.33,6.14,7.38,-0.02,26.68,1,89.24
"1799",13.25,8.2,3.19,6.24,8.88,7.61,12.89,7.38,8.51,-1.82,28.4,6,105.44
"1800",14.34,7.73,6.69,6.69,7.22,7.91,13.72,6.72,7.09,-2.96,28.88,2,87.75
"1801",6.87,7.03,5.08,5.29,6.97,10.13,6.37,6.07,8.69,0.89,21.57,5,114.77
"1802",8.85,8.25,5.99,5.43,13.13,8.55,8.7,7.05,7.88,3.25,19.98,2,121.15
"1803",9.81,7.04,5.69,3.67,6.3,9.24,10.06,6.67,8.17,-1.03,26.5,6,100.43
