fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,indice_alcohol_acidez,balance_azucar_acidez,indice_mineralidad,potencial_alcoholico,relacion_SO2,alcohol_2,density_2,sugar_2,acidez_2,alcohol_sulphates,density_sugar,acidez_pH,alcohol_acidez_volatil,quality
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.993,3.13,0.4,9.6,1.3521,3.125,0.442,9.5332,0.1448,92.16,0.9861,1.0,50.41,3.84,0.993,22.223,2.976,5
6.6,0.21,0.29,1.8,0.026,35.0,128.0,0.9918,3.37,0.48,11.2,1.697,8.1818,0.506,11.1085,0.2713,125.44,0.9837,3.24,43.56,5.376,1.7853,22.242,2.352,6
7.0,0.16,0.36,2.6,0.029,28.0,98.0,0.9913,3.11,0.37,11.2,1.6,15.2941,0.399,11.1021,0.2828,125.44,0.9826,6.76,49.0,4.144,2.5773,21.77,1.792,7
8.0,0.17,0.29,2.4,0.029,52.0,119.0,0.9894,3.03,0.33,12.9,1.6125,13.3333,0.359,12.7638,0.4333,166.41,0.979,5.76,64.0,4.257,2.3747,24.24,2.193,6
6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.9958,3.21,0.46,9.2,1.3939,32.0,0.502,9.1611,0.2979,84.64,0.9916,64.0,43.56,4.232,7.9662,21.186,2.208,5
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.9977,2.99,0.59,9.3,1.2917,56.0,0.651,9.2788,0.3067,86.49,0.9954,125.44,51.84,5.487,11.1745,21.528,1.767,6
7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.9965,3.2,0.42,9.2,1.2105,37.3684,0.461,9.168,0.2613,84.64,0.9931,50.41,57.76,3.864,7.0753,24.32,1.656,6
6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.9943,3.18,0.5,9.3,1.3478,10.6452,0.541,9.2468,0.208,86.49,0.9886,10.89,47.61,4.65,3.2811,21.942,2.79,6
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.9939,3.2,0.36,10.7,1.7258,35.5172,0.39,10.6345,0.2385,114.49,0.9878,106.09,38.44,3.852,10.237,19.84,2.996,6
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.9921,3.05,0.54,9.8,1.4203,3.75,0.564,9.7224,0.1198,96.04,0.9842,1.44,47.61,5.292,1.1905,21.045,3.038,6
6.7,0.23,0.25,1.6,0.036,28.0,143.0,0.9926,3.3,0.54,10.3,1.5373,6.6667,0.576,10.2234,0.1944,106.09,0.9852,2.56,44.89,5.562,1.5881,22.11,2.369,6
6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.9939,3.2,0.36,10.7,1.7258,35.5172,0.39,10.6345,0.2385,114.49,0.9878,106.09,38.44,3.852,10.237,19.84,2.996,6
5.7,0.23,0.28,9.65,0.025,26.0,121.0,0.9925,3.28,0.38,11.3,1.9825,40.2083,0.405,11.2153,0.2131,127.69,0.9851,93.1225,32.49,4.294,9.5776,18.696,2.599,6
6.5,0.22,0.5,16.4,0.048,36.0,182.0,0.999,3.02,0.49,8.8,1.3538,71.3043,0.538,8.7916,0.1967,77.44,0.9981,268.96,42.25,4.312,16.3843,19.63,1.936,6
7.0,0.18,0.37,1.5,0.043,16.0,104.0,0.9922,3.18,0.5,10.8,1.5429,7.8947,0.543,10.7153,0.1524,116.64,0.9844,2.25,49.0,5.4,1.4882,22.26,1.944,5
6.9,0.31,0.32,1.2,0.024,20.0,166.0,0.9921,3.05,0.54,9.8,1.4203,3.75,0.564,9.7224,0.1198,96.04,0.9842,1.44,47.61,5.292,1.1905,21.045,3.038,6
6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.9943,3.18,0.5,9.3,1.3478,10.6452,0.541,9.2468,0.208,86.49,0.9886,10.89,47.61,4.65,3.2811,21.942,2.79,6
6.5,0.46,0.31,5.0,0.027,15.0,72.0,0.9916,3.26,0.6,11.5,1.7692,10.6383,0.627,11.404,0.2055,132.25,0.9834,25.0,42.25,6.9,4.9583,21.19,5.29,7
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.9992,3.26,0.41,8.8,1.3538,67.9167,0.448,8.7933,0.3209,77.44,0.9985,265.69,42.25,3.608,16.2876,21.19,2.024,5
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.9992,3.26,0.41,8.8,1.3538,67.9167,0.448,8.7933,0.3209,77.44,0.9985,265.69,42.25,3.608,16.2876,21.19,2.024,5
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.9992,3.26,0.41,8.8,1.3538,67.9167,0.448,8.7933,0.3209,77.44,0.9985,265.69,42.25,3.608,16.2876,21.19,2.024,5
6.6,0.26,0.38,6.5,0.17,68.0,201.0,0.9956,3.19,0.38,9.4,1.4242,24.0741,0.55,9.3586,0.3366,88.36,0.9912,42.25,43.56,3.572,6.4714,21.054,2.444,6
6.7,0.26,0.39,6.4,0.171,64.0,200.0,0.9956,3.19,0.38,9.4,1.403,23.7037,0.551,9.3588,0.3184,88.36,0.9913,40.96,44.89,3.572,6.372,21.373,2.444,6
7.5,0.28,0.39,10.2,0.045,59.0,209.0,0.9972,3.16,0.63,9.6,1.28,35.1724,0.675,9.5731,0.281,92.16,0.9944,104.04,56.25,6.048,10.1714,23.7,2.688,6
6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.9992,3.26,0.41,8.8,1.3538,67.9167,0.448,8.7933,0.3209,77.44,0.9985,265.69,42.25,3.608,16.2876,21.19,2.024,5
6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,3.22,0.48,9.3,1.3676,30.8333,0.524,9.2609,0.2947,86.49,0.9916,54.76,46.24,4.464,7.3689,21.896,2.139,6
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.9998,3.22,0.75,8.9,1.141,52.6923,0.794,8.8979,0.3568,79.21,0.9995,187.69,60.84,6.675,13.6967,25.116,2.225,5
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.9998,3.22,0.75,8.9,1.141,52.6923,0.794,8.8979,0.3568,79.21,0.9995,187.69,60.84,6.675,13.6967,25.116,2.225,5
5.6,0.2,0.22,1.3,0.049,25.0,155.0,0.993,3.74,0.43,10.0,1.7857,6.1905,0.479,9.9296,0.1603,100.0,0.986,1.69,31.36,4.3,1.2908,20.944,2.0,5
6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9957,3.24,0.46,9.1,1.4219,33.6364,0.505,9.0609,0.2568,82.81,0.9914,54.76,40.96,4.186,7.3682,20.736,1.911,5
6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,3.22,0.48,9.3,1.3676,30.8333,0.524,9.2609,0.2947,86.49,0.9916,54.76,46.24,4.464,7.3689,21.896,2.139,6
6.8,0.24,0.37,7.45,0.043,59.0,188.0,0.9958,3.2,0.5,9.4,1.3824,29.8,0.543,9.3604,0.3122,88.36,0.9916,55.5025,46.24,4.7,7.4186,21.76,2.256,6
7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.9954,3.14,0.6,10.1,1.2949,27.6923,0.64,10.0536,0.2556,102.01,0.9908,51.84,60.84,6.06,7.167,24.492,2.525,6
7.8,0.25,0.34,13.7,0.044,66.0,184.0,0.9998,3.22,0.75,8.9,1.141,52.6923,0.794,8.8979,0.3568,79.21,0.9995,187.69,60.84,6.675,13.6967,25.116,2.225,5
6.8,0.16,0.29,10.4,0.046,59.0,143.0,0.9952,3.2,0.4,10.8,1.5882,61.1765,0.446,10.7479,0.4097,116.64,0.9904,108.16,46.24,4.32,10.3499,21.76,1.728,6
5.2,0.28,0.29,1.1,0.028,18.0,69.0,0.9917,3.24,0.54,10.0,1.9231,3.7931,0.568,9.9168,0.2571,100.0,0.9834,1.21,27.04,5.4,1.0908,16.848,2.8,6
7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.9928,3.03,0.38,10.9,1.4533,34.2105,0.409,10.8211,0.3292,118.81,0.9856,42.25,56.25,4.142,6.4529,22.725,1.962,6
7.5,0.26,0.3,4.6,0.027,29.0,92.0,0.9908,3.15,0.38,12.0,1.6,17.037,0.407,11.8902,0.3118,144.0,0.9818,21.16,56.25,4.56,4.5579,23.625,3.12,7
8.2,0.37,0.64,13.9,0.043,22.0,171.0,0.9987,2.99,0.8,9.3,1.1341,36.5789,0.843,9.2882,0.1279,86.49,0.9975,193.21,67.24,7.44,13.8823,24.518,3.441,5
7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.9917,3.22,0.62,12.3,1.6184,12.6829,0.65,12.1982,0.3137,151.29,0.9835,27.04,57.76,7.626,5.1569,24.472,4.92,7
7.5,0.26,0.25,1.7,0.038,29.0,129.0,0.9931,3.45,0.56,10.4,1.3867,6.2963,0.598,10.3284,0.2231,108.16,0.9863,2.89,56.25,5.824,1.6883,25.875,2.704,6
7.5,0.18,0.31,6.5,0.029,53.0,160.0,0.9928,3.03,0.38,10.9,1.4533,34.2105,0.409,10.8211,0.3292,118.81,0.9856,42.25,56.25,4.142,6.4529,22.725,1.962,6
6.9,0.23,0.32,16.4,0.045,62.0,153.0,0.9972,3.22,0.42,10.5,1.5217,68.3333,0.465,10.4706,0.4026,110.25,0.9944,268.96,47.61,4.41,16.3541,22.218,2.415,5
5.3,0.2,0.31,3.6,0.036,22.0,91.0,0.9928,3.41,0.5,9.8,1.8491,17.1429,0.536,9.7292,0.2391,96.04,0.9856,12.96,28.09,4.9,3.574,18.073,1.96,6
6.5,0.17,0.31,1.5,0.041,34.0,121.0,0.9909,3.06,0.46,10.5,1.6154,8.3333,0.501,10.4047,0.2787,110.25,0.9819,2.25,42.25,4.83,1.4864,19.89,1.785,6
6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.9962,3.16,0.51,9.9,1.5231,34.4444,0.561,9.8624,0.4019,98.01,0.9924,153.76,42.25,5.049,12.3529,20.54,3.465,6
6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.9905,3.27,0.69,11.4,1.7538,5.6667,0.725,11.292,0.3,129.96,0.9811,2.89,42.25,7.866,1.6839,21.255,3.306,7
6.8,0.3,0.22,6.2,0.06,41.0,190.0,0.9986,3.18,0.51,9.2,1.3529,20.0,0.57,9.1869,0.2147,84.64,0.9972,38.44,46.24,4.692,6.1912,21.624,2.76,5
7.9,0.51,0.36,6.2,0.051,30.0,173.0,0.9984,3.09,0.53,9.7,1.2278,11.9231,0.581,9.6845,0.1724,94.09,0.9968,38.44,62.41,5.141,6.1901,24.411,4.947,5
7.9,0.51,0.34,2.6,0.049,13.0,135.0,0.9934,3.09,0.51,10.0,1.2658,5.0,0.559,9.9335,0.0956,100.0,0.9867,6.76,62.41,5.1,2.5827,24.411,5.1,5
6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.9905,3.27,0.69,11.4,1.7538,5.6667,0.725,11.292,0.3,129.96,0.9811,2.89,42.25,7.866,1.6839,21.255,3.306,7
7.1,0.29,0.28,9.3,0.048,50.0,141.0,0.9949,3.13,0.49,10.3,1.4507,31.0,0.538,10.2475,0.3521,106.09,0.9898,86.49,50.41,5.047,9.2526,22.223,2.987,6
6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.9962,3.16,0.51,9.9,1.5231,34.4444,0.561,9.8624,0.4019,98.01,0.9924,153.76,42.25,5.049,12.3529,20.54,3.465,6
6.5,0.17,0.31,1.5,0.041,34.0,121.0,0.9909,3.06,0.46,10.5,1.6154,8.3333,0.501,10.4047,0.2787,110.25,0.9819,2.25,42.25,4.83,1.4864,19.89,1.785,6
7.4,0.2,0.28,9.1,0.047,29.0,95.0,0.9953,3.16,0.47,9.8,1.3243,43.3333,0.517,9.7541,0.3021,96.04,0.9907,82.81,54.76,4.606,9.0574,23.384,1.96,7
6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.9973,3.19,0.34,9.3,1.3478,19.2,0.407,9.2746,0.1818,86.49,0.9945,144.0,47.61,3.162,11.9672,22.011,5.7195,5
6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.9903,3.08,0.47,12.4,1.8235,14.5455,0.504,12.2792,0.2475,153.76,0.9806,23.04,46.24,5.828,4.7532,20.944,3.968,7
6.3,0.2,0.19,12.3,0.048,54.0,145.0,0.9967,3.16,0.42,9.3,1.4762,58.5714,0.468,9.2691,0.3699,86.49,0.9934,151.29,39.69,3.906,12.2592,19.908,1.86,6
6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.9973,3.19,0.34,9.3,1.3478,19.2,0.407,9.2746,0.1818,86.49,0.9945,144.0,47.61,3.162,11.9672,22.011,5.7195,5
8.0,0.23,0.28,2.7,0.048,49.0,165.0,0.9952,3.26,0.72,9.5,1.1875,11.25,0.768,9.4544,0.2952,90.25,0.9904,7.29,64.0,6.84,2.687,26.08,2.185,6
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.9914,3.08,0.4,10.5,1.5672,12.8571,0.434,10.4101,0.1957,110.25,0.983,12.96,44.89,4.2,3.5692,20.636,2.835,6
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.9914,3.08,0.4,10.5,1.5672,12.8571,0.434,10.4101,0.1957,110.25,0.983,12.96,44.89,4.2,3.5692,20.636,2.835,6
6.7,0.44,0.22,4.3,0.032,19.0,99.0,0.9902,3.26,0.53,12.8,1.9104,9.5556,0.562,12.6739,0.19,163.84,0.9804,18.49,44.89,6.784,4.2576,21.842,5.632,7
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.45,10.8,1.5429,5.1429,0.495,10.7071,0.3077,116.64,0.9829,3.24,49.0,4.86,1.7845,20.93,3.672,6
7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.9969,3.1,0.55,10.0,1.3699,43.7037,0.607,9.9693,0.375,100.0,0.9939,139.24,53.29,5.5,11.7638,22.63,2.6,6
5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.9904,3.38,0.9,11.8,2.0345,10.0,0.945,11.6861,0.5614,139.24,0.9808,3.24,33.64,10.62,1.7826,19.604,2.006,8
7.3,0.26,0.33,11.8,0.057,48.0,127.0,0.9969,3.1,0.55,10.0,1.3699,43.7037,0.607,9.9693,0.375,100.0,0.9939,139.24,53.29,5.5,11.7638,22.63,2.6,6
5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.9904,3.38,0.9,11.8,2.0345,10.0,0.945,11.6861,0.5614,139.24,0.9808,3.24,33.64,10.62,1.7826,19.604,2.006,8
6.8,0.17,0.36,1.4,0.036,38.0,108.0,0.9901,3.19,0.66,12.0,1.7647,7.7778,0.696,11.8807,0.3486,144.0,0.9802,1.96,46.24,7.92,1.3861,21.692,2.04,6
7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.9913,3.18,0.46,12.6,1.7746,15.0,0.485,12.4899,0.1079,158.76,0.9826,43.56,50.41,5.796,6.5423,22.578,5.418,6
5.8,0.315,0.27,1.55,0.026,15.0,70.0,0.9899,3.37,0.4,11.9,2.0517,4.7692,0.426,11.7803,0.2113,141.61,0.98,2.4025,33.64,4.76,1.5344,19.546,3.7485,8
5.9,0.17,0.28,0.7,0.027,5.0,28.0,0.9898,3.13,0.32,10.6,1.7966,3.8889,0.347,10.4924,0.1724,112.36,0.9798,0.49,34.81,3.392,0.6929,18.467,1.802,5
6.6,0.34,0.18,6.4,0.082,47.0,240.0,0.9971,3.42,0.48,9.2,1.3939,18.2857,0.562,9.1733,0.195,84.64,0.9942,40.96,43.56,4.416,6.3814,22.572,3.128,5
8.6,0.33,0.34,11.8,0.059,42.0,240.0,0.9988,3.17,0.52,10.0,1.1628,34.7059,0.579,9.9882,0.1743,100.0,0.9976,139.24,73.96,5.2,11.7861,27.262,3.3,6
5.6,0.12,0.26,4.3,0.038,18.0,97.0,0.9948,3.36,0.46,9.2,1.6429,33.0769,0.498,9.1519,0.1837,84.64,0.9896,18.49,31.36,4.232,4.2775,18.816,1.104,5
5.8,0.13,0.26,5.1,0.039,19.0,103.0,0.9948,3.36,0.47,9.3,1.6034,36.4286,0.509,9.2515,0.1827,86.49,0.9896,26.01,33.64,4.371,5.0734,19.488,1.209,6
7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.9958,3.24,0.54,10.2,1.3247,30.5263,0.595,10.1568,0.1724,104.04,0.9915,33.64,59.29,5.508,5.7754,24.948,1.836,6
7.7,0.16,0.36,5.9,0.054,25.0,148.0,0.9958,3.25,0.54,10.2,1.3247,34.7059,0.594,10.157,0.1678,104.04,0.9916,34.81,59.29,5.508,5.8751,25.025,1.632,6
6.0,0.26,0.15,1.3,0.06,51.0,154.0,0.9935,3.14,0.51,8.7,1.45,4.8148,0.57,8.6438,0.329,75.69,0.9871,1.69,36.0,4.437,1.2916,18.84,2.262,5
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.9924,3.24,0.42,10.7,1.4658,4.2424,0.47,10.6191,0.0488,114.49,0.9849,1.96,53.29,4.494,1.3894,23.652,3.424,5
7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.9908,3.18,0.34,12.1,1.5714,3.871,0.388,11.9892,0.0333,146.41,0.9818,1.44,59.29,4.114,1.189,24.486,3.63,6
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.9961,3.12,0.37,9.5,1.2025,43.5294,0.42,9.4631,0.3791,90.25,0.9923,54.76,62.41,3.515,7.3713,24.648,1.52,6
6.4,0.27,0.29,10.8,0.028,17.0,118.0,0.9936,3.18,0.37,11.2,1.75,38.5714,0.398,11.1279,0.1429,125.44,0.9872,116.64,40.96,4.144,10.7304,20.352,3.024,6
6.9,0.16,0.37,1.8,0.034,36.0,95.0,0.9895,2.93,0.59,12.0,1.7391,10.5882,0.624,11.8742,0.375,144.0,0.9791,3.24,47.61,7.08,1.7811,20.217,1.92,6
7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.9961,3.12,0.37,9.5,1.2025,43.5294,0.42,9.4631,0.3791,90.25,0.9923,54.76,62.41,3.515,7.3713,24.648,1.52,6
7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.9908,3.18,0.34,12.1,1.5714,3.871,0.388,11.9892,0.0333,146.41,0.9818,1.44,59.29,4.114,1.189,24.486,3.63,6
7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.9924,3.24,0.42,10.7,1.4658,4.2424,0.47,10.6191,0.0488,114.49,0.9849,1.96,53.29,4.494,1.3894,23.652,3.424,5
6.4,0.44,0.44,14.4,0.048,29.0,228.0,0.9996,3.26,0.54,8.8,1.375,32.0,0.588,8.796,0.1266,77.44,0.9991,207.36,40.96,4.752,14.3935,20.864,3.872,7
6.3,0.2,0.24,1.7,0.052,36.0,135.0,0.9937,3.8,0.66,10.8,1.7143,8.0952,0.712,10.7324,0.2647,116.64,0.9875,2.89,39.69,7.128,1.6894,23.94,2.16,6
6.2,0.29,0.32,3.6,0.026,39.0,138.0,0.9892,3.31,0.37,13.1,2.1129,12.0,0.396,12.9585,0.2806,171.61,0.9785,12.96,38.44,4.847,3.5611,20.522,3.799,7
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.9914,3.08,0.6,12.5,1.6447,9.0,0.635,12.393,0.234,156.25,0.983,12.96,57.76,7.5,3.5692,23.408,4.875,7
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.9935,3.09,0.33,11.7,1.6714,27.1622,0.375,11.6242,0.2803,136.89,0.9871,101.0025,49.0,3.861,9.9849,21.63,4.212,8
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.9935,3.09,0.33,11.7,1.6714,27.1622,0.375,11.6242,0.2803,136.89,0.9871,101.0025,49.0,3.861,9.9849,21.63,4.212,8
7.0,0.36,0.32,10.5,0.045,35.0,135.0,0.9935,3.09,0.33,11.6,1.6571,28.3784,0.375,11.5246,0.2574,134.56,0.987,110.25,49.0,3.828,10.4318,21.63,4.176,8
7.6,0.2,0.36,1.9,0.043,24.0,111.0,0.9924,3.29,0.54,11.3,1.4868,9.0476,0.583,11.2138,0.2143,127.69,0.9848,3.61,57.76,6.102,1.8855,25.004,2.26,6
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.9914,3.08,0.6,12.5,1.6447,9.0,0.635,12.393,0.234,156.25,0.983,12.96,57.76,7.5,3.5692,23.408,4.875,7
6.7,0.2,0.37,1.65,0.025,42.0,103.0,0.9902,3.11,0.45,11.4,1.7015,7.8571,0.475,11.2885,0.4038,129.96,0.9805,2.7225,44.89,5.13,1.6339,20.837,2.28,5
6.2,0.235,0.34,1.9,0.036,4.0,117.0,0.9903,3.4,0.44,12.2,1.9677,7.7551,0.476,12.0819,0.0339,148.84,0.9807,3.61,38.44,5.368,1.8816,21.08,2.867,5
7.8,0.965,0.6,65.8,0.074,8.0,160.0,1.039,3.39,0.69,11.7,1.5,67.4872,0.764,12.1561,0.0497,136.89,1.0795,4329.64,60.84,8.073,68.3649,26.442,11.2905,6
7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.9959,3.31,0.59,10.4,1.4648,32.619,0.643,10.357,0.1509,108.16,0.9918,46.9225,50.41,6.136,6.8217,23.501,2.08,6
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.9959,3.31,0.59,10.4,1.4648,35.2381,0.643,10.357,0.1509,108.16,0.9918,54.76,50.41,6.136,7.3694,23.501,2.08,6
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.9959,3.31,0.59,10.4,1.4648,35.2381,0.643,10.357,0.1509,108.16,0.9918,54.76,50.41,6.136,7.3694,23.501,2.08,6
6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.9998,3.17,0.5,9.1,1.4219,80.8,0.583,9.0978,0.2215,82.81,0.9995,408.04,40.96,4.55,20.1952,20.288,2.184,5
8.0,0.3,0.36,11.0,0.034,8.0,70.0,0.9935,3.05,0.41,12.2,1.525,35.4839,0.444,12.1212,0.1127,148.84,0.9871,121.0,64.0,5.002,10.9289,24.4,3.66,6
6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.9998,3.17,0.5,9.1,1.4219,80.8,0.583,9.0978,0.2215,82.81,0.9995,408.04,40.96,4.55,20.1952,20.288,2.184,5
6.9,0.4,0.42,6.2,0.066,41.0,176.0,0.9955,3.12,0.54,9.4,1.3623,15.122,0.606,9.3579,0.2316,88.36,0.9911,38.44,47.61,5.076,6.1722,21.528,3.76,5
6.9,0.4,0.43,6.2,0.065,42.0,178.0,0.9955,3.11,0.53,9.4,1.3623,15.122,0.595,9.3579,0.2346,88.36,0.9911,38.44,47.61,4.982,6.1722,21.459,3.76,5
7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.9959,3.31,0.59,10.4,1.4648,32.619,0.643,10.357,0.1509,108.16,0.9918,46.9225,50.41,6.136,6.8217,23.501,2.08,6
6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.996,3.22,0.49,9.2,1.3939,30.7692,0.537,9.1636,0.3211,84.64,0.9921,64.0,43.56,4.508,7.9683,21.252,2.3,5
6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.9958,3.2,0.51,9.4,1.3824,30.3704,0.556,9.3609,0.2826,88.36,0.9917,67.24,46.24,4.794,8.1659,21.76,2.444,5
6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.9889,3.22,0.53,13.5,2.0769,5.7895,0.563,13.3507,0.3611,182.25,0.978,4.84,42.25,7.155,2.1757,20.93,4.995,7
6.8,0.35,0.53,10.1,0.053,37.0,151.0,0.9963,3.07,0.4,9.4,1.3824,28.0556,0.453,9.3652,0.2434,88.36,0.9926,102.01,46.24,3.76,10.0626,20.876,3.29,5
6.4,0.22,0.32,7.2,0.028,15.0,83.0,0.993,3.13,0.55,10.9,1.7031,31.3043,0.578,10.8237,0.1786,118.81,0.986,51.84,40.96,5.995,7.1496,20.032,2.398,8
6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.9889,3.22,0.53,13.5,2.0769,5.7895,0.563,13.3507,0.3611,182.25,0.978,4.84,42.25,7.155,2.1757,20.93,4.995,7
6.8,0.35,0.53,10.1,0.053,37.0,151.0,0.9963,3.07,0.4,9.4,1.3824,28.0556,0.453,9.3652,0.2434,88.36,0.9926,102.01,46.24,3.76,10.0626,20.876,3.29,5
6.9,0.31,0.32,1.6,0.036,34.0,114.0,0.9907,3.19,0.45,11.4,1.6522,5.0,0.486,11.2938,0.2957,129.96,0.9814,2.56,47.61,5.13,1.5851,22.011,3.534,7
6.7,0.16,0.37,1.3,0.036,45.0,125.0,0.9896,3.19,0.51,12.4,1.8507,7.6471,0.546,12.2715,0.3571,153.76,0.9794,1.69,44.89,6.324,1.2865,21.373,1.984,7
6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.996,3.22,0.49,9.2,1.3939,30.7692,0.537,9.1636,0.3211,84.64,0.9921,64.0,43.56,4.508,7.9683,21.252,2.3,5
6.8,0.26,0.44,8.2,0.046,52.0,183.0,0.9958,3.2,0.51,9.4,1.3824,30.3704,0.556,9.3609,0.2826,88.36,0.9917,67.24,46.24,4.794,8.1659,21.76,2.444,5
5.6,0.15,0.31,5.3,0.038,8.0,79.0,0.9923,3.3,0.39,10.5,1.875,33.125,0.428,10.4192,0.1,110.25,0.9847,28.09,31.36,4.095,5.2592,18.48,1.575,6
5.5,0.15,0.32,14.0,0.031,16.0,99.0,0.9944,3.26,0.38,11.5,2.0909,87.5,0.411,11.4353,0.16,132.25,0.9888,196.0,30.25,4.37,13.9212,17.93,1.725,8
6.4,0.22,0.32,7.2,0.028,15.0,83.0,0.993,3.13,0.55,10.9,1.7031,31.3043,0.578,10.8237,0.1786,118.81,0.986,51.84,40.96,5.995,7.1496,20.032,2.398,8
7.3,0.2,0.26,1.6,0.04,36.0,123.0,0.9924,3.34,0.44,10.8,1.4795,7.619,0.48,10.7177,0.2903,116.64,0.9848,2.56,53.29,4.752,1.5878,24.382,2.16,6
7.5,0.17,0.71,11.8,0.038,52.0,148.0,0.998,3.03,0.46,8.9,1.1867,65.5556,0.498,8.8823,0.349,79.21,0.996,139.24,56.25,4.094,11.7765,22.725,1.513,5
7.5,0.18,0.72,9.6,0.039,53.0,151.0,0.998,3.03,0.46,8.9,1.1867,50.5263,0.499,8.8824,0.3487,79.21,0.996,92.16,56.25,4.094,9.581,22.725,1.602,5
7.0,0.27,0.48,6.1,0.042,60.0,184.0,0.9957,3.2,0.5,9.4,1.3429,21.7857,0.542,9.3592,0.3243,88.36,0.9913,37.21,49.0,4.7,6.0735,22.4,2.538,6
5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.9907,3.44,0.73,12.2,2.1034,8.1818,0.779,12.0862,0.1623,148.84,0.9814,7.29,33.64,8.906,2.6748,19.952,3.904,7
7.8,0.26,0.31,3.6,0.025,22.0,100.0,0.9907,2.99,0.47,12.1,1.5513,13.3333,0.495,11.987,0.2178,146.41,0.9814,12.96,60.84,5.687,3.5664,23.322,3.146,7
7.4,0.3,0.32,1.7,0.03,23.0,128.0,0.9929,3.17,0.66,10.9,1.473,5.4839,0.69,10.8226,0.1783,118.81,0.9859,2.89,54.76,7.194,1.6879,23.458,3.27,5
6.7,0.16,0.34,1.6,0.026,27.0,109.0,0.9934,3.34,0.58,10.1,1.5075,9.4118,0.606,10.0333,0.2455,102.01,0.9868,2.56,44.89,5.858,1.5894,22.378,1.616,6
5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.9907,3.44,0.73,12.2,2.1034,8.1818,0.779,12.0862,0.1623,148.84,0.9814,7.29,33.64,8.906,2.6748,19.952,3.904,7
6.7,0.19,0.39,1.0,0.032,14.0,71.0,0.9891,3.31,0.38,13.0,1.9403,5.0,0.412,12.8586,0.1944,169.0,0.9784,1.0,44.89,4.94,0.9891,22.177,2.47,7
